test_id,score,iteration,level,type,pair_id,real,fake,true_answer,user_answer,correct,time,tau,model,genlevel,conditional
39,2,5,1,choose,6f7e8994,"doing my club thang, getting my drank on
smoking on weed and sipping on thug passion
doing my club thang, getting my dance on","got 'em
from their imagination for me
until then but we still planting
i just want to be busy!",2,2,True,4405,0.9452052728271008,CharLanguageModel.2018-08-13+17:31:16,char,False
39,2,1,2,forreal,6c79080b,,"(all night long,)
all around the planet
from the beginning",2,0,False,inf,0.7559991956313505,RNNLanguageModel.2018-08-13+10:23:55,syl,False
40,1,1,0,choose,74add691,"and if you getting mad i rebuke ya, find a solution
niggas like y'all find excuses, niggas like us rock exclusives
i come through, beat them streets up cause my whip game so abusive nigga","you got it (got it)
break it down like this",1,1,True,1239,0.7172864396043992,RNNLanguageModel.2018-08-13+10:23:55,syl,False
40,1,2,0,forreal,737bdd7b,,"get it get it, get it, get it, get it, get wit it,
run up on me, it ain't nothin' to me
throw my hands in the sky",2,1,False,835,0.7155509425773917,CharLanguageModel.2018-08-06+17:01:47,char,True
40,1,3,0,choose,746acf2d,"not jus 'talkin' 'bout silver plates
with no more to say, without feelin' the rest of my trade
it was my knowledge of myself that made me sane","all day, everyday, everyday, oh!
my stash, and i'm ready to blast
she's so beautiful, so beautiful",2,1,False,555,0.7775831720085987,RNNLanguageModel.2018-08-01+19:33:04,syl,True
40,1,4,0,forreal,74436cdc,,"you better watch the real nigga shit
put it down, make you wanna stand up",2,0,False,inf,0.6240245814218274,HybridLanguageModel.2018-08-15+14:33:35,hybrid,False
40,1,5,0,forreal,73b062f4,"her blood pressure through the roof all because of me
her favorite words is ""dope ain't the only way to eat""",,1,0,False,inf,0.807310738671372,CharLanguageModel.2018-08-06+17:01:47,char,True
40,1,1,1,choose,6f9923e3,"i'd rather put my hustle down cook and cut up work
and it ain't but a few real killas and scrapers
and all these so-called gangstas really backpack rappers
and i can care less about a battlin' skills","you wanna fuck me up
prepare me",2,0,False,inf,0.7913401340948525,CharLanguageModel.2018-08-13+17:31:16,char,False
40,1,2,1,choose,6e6272d7,"flow brick thick, flow smooth
flow smooth...","what the fuck am i doing?
let me tell you about this time
where you at? where you at?
i gotta get mine",1,0,False,inf,0.7630636115402293,CharLanguageModel.2018-08-13+17:31:16,char,False
40,1,3,1,forreal,70049c97,,"what the fuck are you talking?
(give it up!)
let's take a walk
it ain't nothin but a gangsta party",2,0,False,inf,0.7689471513953352,RNNLanguageModel.2018-08-13+10:23:55,syl,False
40,1,4,1,choose,6fc1b083,"s.l.a.b., slow loud and bangin
forever gon show up, but ay i want you to peep this","they wanna see
leave us alone
put a smile on my face
let's go, let's go",1,0,False,inf,0.8569208920354666,RNNLanguageModel.2018-08-01+19:33:04,syl,True
40,1,5,1,choose,6f8bc5e9,"feel this composition, i wrote it in the tub
first thing i did, was went to the pub
tequila with worm, lemon, salt, and no rocks","it's like that
ok, but right now {* 2 x *}
i wanna know, i promise i can't explain",2,0,False,inf,0.7590450125602515,CharLanguageModel.2018-08-06+17:01:47,char,True
40,1,1,2,choose,6be41b3b,"i talk the talk and walk the walk princess cuts in my platinum mouth
when ""who is mike jones"" come, i'ma put a mill in the vault","it's like this one
it's like you really want that
cheese and knee",1,0,False,inf,0.8721971378612137,CharLanguageModel.2018-08-13+17:31:16,char,False
41,10,1,0,choose,731e2c6b,"it sounds simple but, stupid niggaz won't understand it
until the mark of the beast has your face branded nigga","put the money in the water
i'm on a mission",1,1,True,14972,0.3700781505950603,HybridLanguageModel.2018-08-15+14:33:35,hybrid,False
41,10,2,0,forreal,732b3a49,,"yeah, that's the way i
man, listen
might change it up lil mama",2,2,True,7344,0.9635784757025212,CharLanguageModel.2018-08-13+17:31:16,char,False
41,10,3,0,forreal,7436537c,"cause now they lookin for the colors and the dickies
damn, the spot's gettin hot from the battle",,1,1,True,7107,0.7590843187984415,RNNLanguageModel.2018-08-13+10:23:55,syl,False
41,10,4,0,forreal,740e1f5a,,"my money long
day 3",2,2,True,3506,0.9231495461415333,RNNLanguageModel.2018-08-13+10:23:55,syl,False
41,10,5,0,forreal,74782090,"i'm nerdy in the extreme and whiter than sour cream
i was in av club and glee club and even the chess team
only question i, ever thought was hard
was do i like kirk or do i like picard?",,1,1,True,9504,0.6850452795782802,RNNLanguageModel.2018-08-01+19:33:04,syl,True
41,10,1,1,forreal,6f2e9a22,,"pay attention, you better listen
keep it gangsta, keep it gangsta
pay attention, pay attention
when i think about the situation",2,2,True,5092,0.33165250074532715,HybridLanguageModel.2018-08-15+14:33:35,hybrid,False
41,10,2,1,choose,6fc1b03d,"there was a young lady, my wife, who disrespect
and the first day i met her she had a ribbon around her neck
and she wore that ribbon for years and hear the flutes
when i asked her to remove it, she'd always have excuse","what you wanna do
one two, one two
all around the world
i got love for you",2,1,False,9177,0.5053113352204943,HybridLanguageModel.2018-08-15+12:35:02,hybrid,True
41,10,3,1,choose,70049dab,"i'm proud of where i'm from but not everything we've done
and it ain't like you and me can rewrite history
our generation didn't start this nation","murder, murder, murder (murder!)
you know what i'm sayin?
you gotta hustle (hustle!)
with no hesitation, you deserve it",1,1,True,6935,0.39856112542633887,HybridLanguageModel.2018-08-15+12:35:02,hybrid,True
41,10,4,1,choose,6e7d9ce4,"move and you see it come through with new recruits
cuz i keep baggies and boots, and niggaz'll shoot
like i said before i write it on spot, i'm going straight to the top","anybody, anybody, (ya family)
i said, she said, ""who the fuck is this?""",2,2,True,6345,0.8327523126574935,RNNLanguageModel.2018-08-01+19:33:04,syl,True
41,10,5,1,forreal,6e8af369,"i ain't goin back and forth like joey crack and that new pack
stab where you at, put these raps on the new trap
i know this nigga dj wanna scratch like a new tat
homey see sadaam is gone, so where my troops at?",,1,1,True,6784,0.6719631126898469,CharLanguageModel.2018-08-06+17:01:47,char,True
41,10,1,2,forreal,6b5eefdc,,"talk to me baby
gotta live it up
cause you're lookin at me
the police in my face",2,2,True,5979,0.6899105311574483,CharLanguageModel.2018-08-13+17:31:16,char,False
42,4,1,0,forreal,73960875,"makin' songs 'bout the money and the drugs
fuck that, let me show you how to buzz",,1,2,False,5097,0.6561236958491807,CharLanguageModel.2018-08-13+17:31:16,char,False
42,4,2,0,choose,741b58c3,"when i drop shit, the answer for me gon' clear up
cause i answer all of my questions, just from a look in the mirror","i know you think i'm rich {* 3 x *}
yeah, yeah, yeah, yeah (yeah)
what you 'bout to tell the police to tell me?
red white and blue (powder blue)",1,2,False,5842,0.8455320177943995,RNNLanguageModel.2018-08-01+19:33:04,syl,True
42,4,3,0,choose,740021d1,"then stretch my wings and fly, do what i gotta do to get by
see the world through my third eye, would answer the things i worry about","don't get it twisted
they ain't ready, they ain't ready",2,1,False,9868,0.45710685980961385,HybridLanguageModel.2018-08-15+14:33:35,hybrid,False
42,4,4,0,forreal,7279028d,,"it's got to be so good
it's only all we can be
huh, yeah, uh",2,2,True,7432,0.9199187835475424,CharLanguageModel.2018-08-13+17:31:16,char,False
42,4,5,0,choose,7450bf41,"at a sold out crowd and when no one's around
i refuse
to be an inferior to you","(nigga what you gonna do tonight?)
when are we supposed to be together?
murder, murder, murder, murder!",1,2,False,6482,0.5114267205220431,HybridLanguageModel.2018-08-15+12:35:02,hybrid,True
42,4,1,1,forreal,6ef7dfe9,,"cause i'm trappin
we're livin in the valley of life",2,1,False,2860,0.8620937586714509,CharLanguageModel.2018-08-13+17:31:16,char,False
42,4,2,1,choose,6eb430dc,"ain't no gettin rid of mcvay, if so you woulda tried
the only way i'm leavin this bitch is suicide
i have died clinically, arrived back at my enemies 'crib
with hennessey, got drunk then i finished it {* blam *}","nigga, out there all night long and maybe we can get hyper
if i tell you what you need, it feels like that that don't phase me
tryna eat yo' ass and listen to my direction",2,2,True,7753,0.8822912151730437,CharLanguageModel.2018-08-06+17:01:47,char,True
42,4,3,1,choose,6e9862e2,"i wish i could change the ways of the world
make it a nice place
until that day
i guess we stay","i'm gettin money (money nigga)
holla holla holla holla
i ain't forget about the feeling
and they tryin to get the feelin",1,1,True,6136,0.518372510109965,HybridLanguageModel.2018-08-15+12:35:02,hybrid,True
42,4,4,1,choose,6f712754,"cause e 'ry time a truck stop i'm in crossfire
(and i) i been away y'all, handlin these court priors","everyday everyday (everyday)
i just wanna have a good day
murderer rapper, serial killer
baby girl, i got a thing for you",2,1,False,8733,0.6002157755101539,HybridLanguageModel.2018-08-15+14:33:35,hybrid,False
42,4,5,1,forreal,6fea0569,,"when i call
you better get up in here",2,2,True,6316,0.693494595107369,CharLanguageModel.2018-08-06+17:01:47,char,True
42,4,1,2,choose,6c43b98d,"40 ounce guzzlin, nickel bag coppin
troopin through the block with the boombox knockin
all we do is ""spark mad ism"" non-stop and","don't be televised, you've been silent
i'ma get it all, it's gettin excited
and i like it (i see you...)",2,1,False,7047,0.7263867486534167,CharLanguageModel.2018-08-06+17:01:47,char,True
43,7,1,0,forreal,74291e71,"i thought thugs ran the nation until i got on probation,
i remember thats why i thank the lord every day
took me out the game showed me the right way to get paid",,1,2,False,6748,0.8487930303212375,CharLanguageModel.2018-08-06+17:01:47,char,True
43,7,2,0,forreal,73e57886,,"bad boy, bad boy
that's how we do it, gotta keep it going
i ain't fucking with the bullshit
let's get it",2,1,False,12694,0.58456019046486,HybridLanguageModel.2018-08-15+12:35:02,hybrid,True
43,7,3,0,choose,72f697dd,"your main hoe buy her a truck, it's the vida loca
if she steal from you, beat her and choke her
you don't make deals with smokers, you done graduated","and we got you down
look i can't talk long distance
people act like they listenin,
c'mon man",1,2,False,10501,0.8941969170691753,CharLanguageModel.2018-08-13+17:31:16,char,False
43,7,4,0,choose,73bdcd52,"call it what you want, but real recognize real
so the hush niggaz don't even exist!
ah, grand hustle, yeah it's b.o.b
said free t.i.p, now the nigga back","wanna ride with me (ride wit' me)
'til you can't take it no mo'
check it out {* 3 x *}",2,2,True,10064,0.7544259635224532,RNNLanguageModel.2018-08-01+19:33:04,syl,True
43,7,5,0,choose,73bdcd74,"down for what i'm up against, clowning when you see me styling
joking, smiling, scoped your poker face through these black shades
smoking on hay, in the middle of the barn","yo, yeah
how we gonna get enough?
do you like it? come like it
who the fuck you gonna ask for?",2,2,True,13210,0.9207258152698972,RNNLanguageModel.2018-08-13+10:23:55,syl,False
43,7,1,1,choose,6e6f96e2,"i been through a lot of girls in my life
but never found one who down to ride like you ride
if it's a problem then you gon' be right by my side","the only way to go, there they go, no
you're on a mission
sitting in my ear, and get bigger",1,1,True,10130,0.6960513895267622,CharLanguageModel.2018-08-06+17:01:47,char,True
43,7,2,1,forreal,6e627390,,"no more, no more
mixtape messiah
i can't take it no more",2,2,True,9862,0.8341174389899149,RNNLanguageModel.2018-08-01+19:33:04,syl,True
43,7,3,1,forreal,6f3bf26f,,"you know that
and i'm still there",2,1,False,7242,0.7866918880657402,RNNLanguageModel.2018-08-13+10:23:55,syl,False
43,7,4,1,choose,702de258,"walking a day in my shoes is like slippin and fallin in a pot of gold
the money i make is just plain irate
if i don't rap no more from this day forward i'm straight","cause it's like that
you better watch your back
in this motherfucker
i like it like that",2,2,True,13802,0.510958549991909,HybridLanguageModel.2018-08-15+12:35:02,hybrid,True
43,7,5,1,choose,70049b85,"the first night i laid eyes on her my first reaction was whoa
the baddest chick i'd ever seen backstage at a show
she noticed me got my 3rd page in a row
i'm tryin' not to answer i'm knowin' i can always get that dancer","here to let you know
where you at?",2,2,True,8139,0.8149366187639359,RNNLanguageModel.2018-08-13+10:23:55,syl,False
43,7,1,2,choose,6c0cabfa,"cause when i catch ya physically and mentally
i bring yo ass on the block thats the penalty","momma wanted me to come up missing
we be thinking about each other
never stimulated in my community
i'm classic, i'm an addict",1,1,True,13395,0.5074398937955291,HybridLanguageModel.2018-08-15+14:33:35,hybrid,False
44,9,1,0,forreal,736121ab,"just to show you how a real pimp works
remove your shirt, show me them titties",,1,1,True,5727,0.6064124786156595,HybridLanguageModel.2018-08-15+14:33:35,hybrid,False
44,9,2,0,forreal,73611eac,"what you think, that we just started nigga?
boy the sword just got sharper nigga",,1,1,True,6598,0.8378114934313895,CharLanguageModel.2018-08-13+17:31:16,char,False
44,9,3,0,choose,731e2ce3,"they say i'm a rapper
and i say, ""no""","way past the hour
where you at?
on the streets
just like the war is over",1,1,True,9286,0.7918429227578719,RNNLanguageModel.2018-08-13+10:23:55,syl,False
44,9,4,0,forreal,74436d45,"try to school 'em how the streets love to swallow the young
tried to keep him out of beef, but he follow the gun",,1,1,True,6892,0.8048631195894026,CharLanguageModel.2018-08-13+17:31:16,char,False
44,9,5,0,forreal,72f6997e,"niggaz when i step up in a bar, faggots wanna loot
like you muh 'fuckers got obie trice shook",,1,1,True,5907,0.8096131950534826,RNNLanguageModel.2018-08-13+10:23:55,syl,False
44,9,1,1,forreal,6ec198da,,"that's right (come on)
you've been in me
we gettin that cheese
we like that",2,2,True,12608,0.6949882859307595,CharLanguageModel.2018-08-13+17:31:16,char,False
44,9,2,1,choose,6e62744e,"i prolly triple my gross [?] every september
music got me feeling like heaven is secular
cause all the girls that i be with look like angel but thicker","to get you higher
and while i give that pussy so hard, and what you need
everything's all good",1,1,True,10115,0.8221743089076157,CharLanguageModel.2018-08-06+17:01:47,char,True
44,9,3,1,forreal,6e6f97d4,,"if you got a feeling, but what i'm feeling
i wanna rock right now (rock-rock-right now)",2,1,False,7076,0.9028585380040102,RNNLanguageModel.2018-08-01+19:33:04,syl,True
44,9,4,1,forreal,6e8af3f1,,"cause you know you like that
yo, check it",2,1,False,8518,0.9136624896803425,RNNLanguageModel.2018-08-13+10:23:55,syl,False
44,9,5,1,choose,6f21619b,"some think i'm a softie and they step to her in front of me
so in public places i am often found in my trunk
reaching for bats, and * smack * goes his spunk
because i have the right to riff, and in spite","situation, police brutality
(you'll never understand)",2,2,True,7138,0.49252086901626924,HybridLanguageModel.2018-08-15+12:35:02,hybrid,True
44,9,1,2,forreal,6bf144fd,"and on the blocks is where we stay holding the heat
you know the code baby, never go against the streets
hood dreams, ghetto stars and hood fiends
it's anything goes in the hood for hood cream",,1,1,True,7846,0.7398956464321691,RNNLanguageModel.2018-08-01+19:33:04,syl,True
45,4,1,0,forreal,731e2c8b,"all tox shit, all get split
runnin in my zone called home, hang up your chrome to praise the most high
steady wit my aim eye, y'all really wanna try?
hard game to digest",,1,2,False,6991,0.8220308100771332,RNNLanguageModel.2018-08-13+10:23:55,syl,False
45,4,2,0,forreal,74436bce,"i predicted jail would happen shit i tried to put him on
all these niggaz taking credit for the work that i put in
if you really put me on put yourself on then",,1,2,False,13802,0.45674911659216333,HybridLanguageModel.2018-08-15+12:35:02,hybrid,True
45,4,3,0,forreal,7450bf3c,,"tonight we ain't friends
the cops are passing the blizzard
love, murder
(if you see, boy)",2,2,True,10023,0.7364071057215762,CharLanguageModel.2018-08-13+17:31:16,char,False
45,4,4,0,forreal,7310f0f4,"can you picture this?
a bunch of bawlaz ride oldschools
a lot of them cut the top, hookin' up decks and sounds to roll to
it ain't the old two-hundred twenty twins",,1,0,False,inf,0.7937661791834146,CharLanguageModel.2018-08-13+17:31:16,char,False
45,4,5,0,forreal,73960a79,"the oh-dee-bee
busta rhymes real quality!
my top philosophy, is to be the, volunatarily",,1,1,True,11335,1.0606505421200185,CharLanguageModel.2018-08-06+17:01:47,char,True
45,4,1,1,choose,701f3772,"type of shit that even it does, put a spell on us
puff an l on the corner, or in cuffs in jail wit the lawyers
but in this hell, i'm a warrior, struggler, straight hustler","say something
fuck that shit
think about it
i don't play that shit",1,1,True,14511,0.4616123877774774,HybridLanguageModel.2018-08-15+12:35:02,hybrid,True
45,4,2,1,choose,6f050f92,"no question, it's all about the d-o-e
so if money is the root i want the whole damn tree
ain't tryin to stick around for illuminati","i'm smokin', ain't no stoppin' funkys
you're riding on the sound of the alley
i'm in the dope game with the elephant
but if i get a hype, i'm a rider",1,2,False,13314,0.8682814975531032,CharLanguageModel.2018-08-06+17:01:47,char,True
45,4,3,1,forreal,6fa68391,,"niggas ain't playing with me
wanna dig?",2,1,False,7637,0.8007978090403263,CharLanguageModel.2018-08-13+17:31:16,char,False
45,4,4,1,choose,6e8af442,"and i had my pick of any fine bitch
and my family was known to be great, seen slightly more
representin no matter who sets it on
street power, why you niggaz flip and you thug shit","we livin in the ghetto
when i think about the situation
pay attention, pay attention",2,1,False,13815,0.37466547556440877,HybridLanguageModel.2018-08-15+14:33:35,hybrid,False
45,4,5,1,choose,6f2161ce,"now we got to show you how the west coast rocks
oh, what a pity, we mobbin' through your city","calling back
smokin weed",2,2,True,12093,0.7033957311305361,RNNLanguageModel.2018-08-13+10:23:55,syl,False
45,4,1,2,choose,6bc97913,"y'all rub it in with the flying nazi
military force, but we don't want ya
standin' on my roof wit the rocket launcher","it don't change, forget about me
baby baby baby (for sure)
and what, i had to hustle",2,1,False,10983,0.907277364955184,RNNLanguageModel.2018-08-01+19:33:04,syl,True
46,8,1,0,forreal,7388ed0d,"how could it be that it can't be?
so alone...",,1,2,False,7196,0.7601094593760276,CharLanguageModel.2018-08-13+17:31:16,char,False
46,8,2,0,choose,745dbe16,"back in pontiac, i was crack-runnin
i got jacked and it, wasn't that funny
i got clapped and it, wasn't that fun
i got my glock and shot right back at 'em","do you want to walk it out?
i want it all
with my feet up, bang like this",1,1,True,8728,0.9076549044743615,RNNLanguageModel.2018-08-01+19:33:04,syl,True
46,8,3,0,choose,740e1d41,"if you can't check me when i'm rappin, put the tape on pause
and listen to the incredible shit that i kick my man
give me five on the backhand then stick
your finger in a hole and chop the stick quick","where i been (where i been)
the people over there
i came home at the end of the night
i ain't no killa",2,2,True,6016,0.8813473402899988,RNNLanguageModel.2018-08-13+10:23:55,syl,False
46,8,4,0,forreal,73e57916,,"i've been around the world (my world)
yeah..
but y'all just ain't never nasty
but it's like this kid, i'm not a rabbit",2,2,True,7232,0.7237462049447312,CharLanguageModel.2018-08-06+17:01:47,char,True
46,8,5,0,forreal,72b4e4a4,"soulja boy juice 'n
80 fuckin' proofin'
when i'm in the booth, kwon, gon' head salute me",,1,1,True,6018,0.6601543867657196,RNNLanguageModel.2018-08-01+19:33:04,syl,True
46,8,1,1,forreal,6eb42f70,"so i had to send word through my lil' homies
tell them niggaz this the year when they pull the trigger",,1,1,True,9105,0.8012215088593286,CharLanguageModel.2018-08-13+17:31:16,char,False
46,8,2,1,forreal,6e62749e,,"listen, listen, listen
do you really wanna fuck with this
real niggas do real things",2,1,False,5500,0.5354426514800789,HybridLanguageModel.2018-08-15+14:33:35,hybrid,False
46,8,3,1,choose,6eea9846,"cause we're the generals in this fucking hip-hop army.
the niggaz with attitudes if you didn't know,","lah, la-la-la
i'll take my position
but i can't believe the team",2,2,True,9369,0.8633054509111309,CharLanguageModel.2018-08-13+17:31:16,char,False
46,8,4,1,choose,6f4961b2,"i guess that's why we call it a hood
nobody stays as long as it takes to become neighbour","sayin somethin, sumthin,
tell me do you like it in a calico?",1,1,True,7270,0.8289995192697385,RNNLanguageModel.2018-08-01+19:33:04,syl,True
46,8,5,1,forreal,6f2e9909,,"wake up early in the mornin'
what you wanna do
yo, yo, yo, yo, yo, yo, yo, yo
you ain't ready, get ready",2,1,False,7975,0.7754329661170539,RNNLanguageModel.2018-08-01+19:33:04,syl,True
46,8,1,2,choose,6b44404e,"so tell yo mind, to get in line and stand behind his
here's put it on ya mind kids","tell everybody, you better leave me alone
niggas gettin in my position
i spit a couple instrumentals
pay attention to infinity",2,2,True,8327,0.38558664616419164,HybridLanguageModel.2018-08-15+14:33:35,hybrid,False
